year,Alaska Airlines Inc.,ExpressJet Airlines Inc.,Envoy Air,Southwest Airlines Co.,JetBlue Airways,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Delta Air Lines Inc.
2003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004,1.277949327610431,1.1065133245524894,1.0942357032193786,1.4552924618887935,1.3400564382976852,0.7477268714689265,1.4050288835396298,1.1945434389036178,1.0910242723810788,1.0463566721798387,1.1349451423422179,1.1157075692965874,1.3792398579540053
2005,1.7223606497410324,1.064565709897931,1.1755802882074506,1.6009707411516916,2.791233592352941,0.7551200564971751,1.6023741517336443,1.114509528693896,1.2274816671733426,1.5603241354187938,1.089475852270696,1.35050606618139,1.4237651831714722
2006,1.483484233546614,1.2977625128050467,1.5266203638175364,1.7673380701841885,3.796310412907998,1.1387049788135593,2.2396412534913206,1.1955587591962027,1.5818463229125892,1.38958487566583,1.3546970770579863,1.4532310927928807,1.1483576411059935
2007,1.6536022891609667,1.5603986551711284,1.9673926012731608,1.7544559438123162,4.881482100388177,1.3967602401129944,2.0297405135212454,1.533803228321867,1.6180997414350713,1.1903255246314652,1.5409706676874586,1.938567003012025,1.1242266170474822
2008,1.181455963678232,1.5720539876556443,1.677776394233104,1.9414222762323532,4.390241968331262,1.6216454802259888,1.8047893822070267,1.3621428683558978,1.5746451926332627,1.2103960509316674,1.4034212904577437,1.2039190769611172,1.1270546234259962
2009,0.6750007040870645,3.2854789621261307,1.2431211948752685,1.4015346877406674,3.170077493383801,1.0709304378531073,1.5302676092477503,0.9688950268415512,1.117173772690148,1.182017800639294,0.7938456420612712,1.0244632612141475,0.9811066233845482
2010,0.45767565416239936,1.3935538116298265,1.1492565759386602,1.5049965224324469,3.1102610306937817,0.9101121115819208,2.110300149168305,0.7903824826013452,0.7825816215539377,0.8305341210478312,0.5479733065170288,0.8599962347123141,1.7366999025342924
